Date,ADBE - Adobe,AMD - AMD,AMZN - Amazon,CSCO - Cisco,GOOGL - Google,INTC - Intel,MSFT - Microsoft,NFLX - Netflix,NVDA - Nvidia,SBUX - Starbucks,TSLA - Tesla
12/3/1981,,3.0625,,,,0.260416657,,,,,
12/4/1981,,3.041666746,,,,0.263020843,,,,,
12/7/1981,,3,,,,0.255208343,,,,,
12/8/1981,,2.895833254,,,,0.255208343,,,,,
12/9/1981,,2.895833254,,,,0.2578125,,,,,
12/10/1981,,2.958333254,,,,0.265625,,,,,
12/11/1981,,2.979166746,,,,0.263020843,,,,,
12/14/1981,,2.875,,,,0.255208343,,,,,
12/15/1981,,2.9375,,,,0.255208343,,,,,
12/16/1981,,2.895833254,,,,0.255208343,,,,,
12/17/1981,,2.958333254,,,,0.239583328,,,,,
12/18/1981,,3,,,,0.25,,,,,
12/21/1981,,3,,,,0.25,,,,,
12/22/1981,,2.979166746,,,,0.255208343,,,,,
12/23/1981,,3.020833254,,,,0.25,,,,,
12/24/1981,,3.020833254,,,,0.247395828,,,,,
12/28/1981,,3,,,,0.244791672,,,,,
12/29/1981,,2.979166746,,,,0.234375,,,,,
12/30/1981,,2.9375,,,,0.239583328,,,,,
12/31/1981,,2.9375,,,,0.234375,,,,,
1/4/1982,,2.979166746,,,,0.236979172,,,,,
1/5/1982,,2.895833254,,,,0.234375,,,,,
1/6/1982,,2.8125,,,,0.229166672,,,,,
1/7/1982,,2.770833254,,,,0.221354172,,,,,
1/8/1982,,2.770833254,,,,0.221354172,,,,,
1/11/1982,,2.708333254,,,,0.221354172,,,,,
1/12/1982,,2.708333254,,,,0.21875,,,,,
1/13/1982,,2.645833254,,,,0.216145828,,,,,
1/14/1982,,2.583333254,,,,0.21875,,,,,
1/15/1982,,2.666666746,,,,0.234375,,,,,
1/18/1982,,2.833333254,,,,0.247395828,,,,,
1/19/1982,,2.770833254,,,,0.234375,,,,,
1/20/1982,,2.8125,,,,0.239583328,,,,,
1/21/1982,,2.833333254,,,,0.263020843,,,,,
1/22/1982,,2.875,,,,0.252604157,,,,,
1/25/1982,,2.895833254,,,,0.255208343,,,,,
1/26/1982,,3.041666746,,,,0.270833343,,,,,
1/27/1982,,3.104166746,,,,0.276041657,,,,,
1/28/1982,,3.1875,,,,0.265625,,,,,
1/29/1982,,3.270833254,,,,0.270833343,,,,,
2/1/1982,,3.1875,,,,0.260416657,,,,,
